GROUP1,2.0,2.0,7.0,7.0,7.0,8.0,9.0,13.0,14.0,14.0
GROUP2,7.0,26.0,8.0,10.0,26.0,10.0,16.0,22.0,19.0,22.0
,,,,,,,,,,
APOE4_BIN_PVALUE,0.194669864368,0.0944665853163,0.732907348309,0.0799491709066,0.696434323751,6.02179916192e-05,0.457146274857,0.446084929342,0.893141676417,0.364060719034
Age@AV45_PVALUE,0.34084,0.84015,0.43037,0.54301,0.38925,0.52613,0.98707,0.00022,0.75666,0.1409
Gender_PVALUE,0.836826361997,0.724047446229,0.62663213594,0.58348395121,0.839898482062,0.888525876427,0.335150642194,0.478210637696,0.893141676417,0.588822127042
Handedness_PVALUE,0.940752939656,0.821988010269,0.95541581362,0.917016576769,0.871617174504,0.785527303736,0.934155654153,0.569055914487,0.884277679864,2.61263508581e-06
UW_MEM_BL_3months_PVALUE,0.39429,0.19529,0.001,0.04061,0.09066,0.11396,0.0377,0.26875,0.13323,0.76597
UW_MEM_slope_PVALUE,0.80042,0.25008,0.72325,0.80341,0.61273,0.99057,0.82308,0.62676,0.91626,0.25958
UW_EF_BL_3months_PVALUE,0.68306,0.4583,0.10145,0.07286,0.98649,0.25191,0.15771,0.06707,0.18063,0.3312
UW_EF_slope_PVALUE,0.81031,0.75595,0.65083,0.44352,0.63571,0.45729,0.02327,0.59269,0.07954,0.4239
WMH_percentOfICV_AV45_6MTHS_PVALUE,0.10167,0.98334,0.08019,0.78515,0.05651,0.00578,0.96336,0.50447,0.60265,0.44944
WMH_percentOfICV_slope_PVALUE,0.06023,0.25272,0.09807,0.22899,0.011,0.41655,0.3161,0.50597,0.53931,0.18345
CSF_TAU_closest_AV45_PVALUE,0.02933,0.10151,0.00898,0.05417,0.01772,0.11039,0.40327,0.5926,0.10041,0.45059
CSF_TAU_slope_PVALUE,0.68808,0.06823,0.62375,0.56776,0.37984,0.91263,0.51015,0.55031,0.52849,0.25589
