"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",39.2737191811577,4.69554199945822,987.687848063305,8.3640438496108,2.22044604925031e-16
"group1",0.193010090781337,3.5640638895429,932.084069924521,0.0541544980009017,0.95682367754344
"group2",0.562567769100598,1.71698551740694,958.187185312155,0.327648523180447,0.743249002397465
"group3",-0.873031553303785,1.80302904553419,962.580889317983,-0.484202711801089,0.628352157545156
"group4",-1.57288611493586,2.1012166706528,949.561367336763,-0.748559697295375,0.454307999459981
"group5",-0.200391508811587,2.01778398888445,970.38617579561,-0.0993126667252301,0.920910533377531
"group6",-0.307523733198397,1.48493347656923,957.591676866973,-0.207095966284561,0.835978941129058
"group9",-0.0227562741132536,1.62998658746262,951.108088660069,-0.0139610192429117,0.988864008016711
"group19",-1.95824751351541,1.72402745242691,960.111521354374,-1.13585634077856,0.256300140025042
"group22",-2.06644293902673,2.3392521833738,993.920424236785,-0.883377582679602,0.377245912733723
"group25",2.45987938083638,2.70255854126032,985.141533380657,0.910203920944199,0.362937617717426
"group29",0.310444042719679,1.9378181564951,957.344289639791,0.160202876456258,0.872755058920291
"group34",6.65655132399867,2.0205586458216,960.202865859119,3.29441134399342,0.00102234460329154
"group56",-8.55527476098709,4.02730529074035,978.999105364263,-2.12431741409263,0.0338937125858454
"TIMEpostAV45_AVLT.",2.0860819021602,1.21575471574448,905.863011921311,1.71587399591765,0.0865270273765002
"factor(diag_prior)EMCI",12.9345104354309,1.04533789442883,1026.88306659922,12.373521044598,0
"factor(diag_prior)LMCI",6.71755312024102,1.02074443281598,1047.72383559258,6.58103331674213,7.36863903227913e-11
"factor(diag_prior)N",18.7427498020334,1.11097676502118,1034.90279379411,16.8705146607418,0
"factor(diag_prior)SMC",17.1607467497235,1.34347135526479,1044.59920085816,12.7734370237772,0
"factor(APOE4_BIN)1",-0.279929094670548,0.663534377368317,964.067024777667,-0.421875797574787,0.673209731517951
"CORTICAL_SUMMARY_prior",-4.50360210641837,1.39447198095548,981.632286146565,-3.22961104125773,0.00128073731558898
"Age.AV45",-0.265641177371995,0.0403204946910071,959.90055518363,-6.58824201954155,7.32511828971383e-11
"factor(Gender)1",5.20641510075635,0.58813489211118,955.292184611685,8.85241663195208,0
"Edu..Yrs.",0.62160031602297,0.106777010050382,958.638237538822,5.8214808199787,7.95105159490106e-09
"group1:TIMEpostAV45_AVLT.",1.25591699573643,1.05983798310073,595.237989239552,1.18500847842991,0.23648699043676
"group2:TIMEpostAV45_AVLT.",-0.626973642080083,0.581645729819246,559.960394055928,-1.07793044792906,0.281528929259983
"group3:TIMEpostAV45_AVLT.",-1.46849004631964,0.638667347321682,588.72983296085,-2.29930346756869,0.0218368834223994
"group4:TIMEpostAV45_AVLT.",-0.347707776488361,0.68513141161231,512.030690412228,-0.507505232711642,0.612018886555797
"group5:TIMEpostAV45_AVLT.",-2.08647643094264,0.735211772601388,626.422056874482,-2.83792576329415,0.00468779372335515
"group6:TIMEpostAV45_AVLT.",-0.944996895742371,0.512815345690778,598.575560826593,-1.84276251419394,0.0658579994663087
"group9:TIMEpostAV45_AVLT.",-1.30726313031745,0.538881676061667,546.117902744746,-2.42588157732766,0.0155941620273574
"group19:TIMEpostAV45_AVLT.",-0.510987006038343,0.591288822570592,567.664655921937,-0.864191891564698,0.387847496319867
"group22:TIMEpostAV45_AVLT.",-0.75104293755833,0.820906566268474,715.398508723343,-0.914894542715479,0.360555256077947
"group25:TIMEpostAV45_AVLT.",0.48023774037007,1.0701744262726,829.594583127105,0.448747165490329,0.653731245788497
"group29:TIMEpostAV45_AVLT.",-0.543529419183955,0.654334797012597,565.669256115003,-0.830659505906562,0.406516460565428
"group34:TIMEpostAV45_AVLT.",-1.79996419048409,0.683653070087074,539.89937678514,-2.63286200156293,0.00870939258376113
"group56:TIMEpostAV45_AVLT.",-1.52609413422975,1.31550611090747,617.852247283055,-1.16008137216255,0.246463751784855
"TIMEpostAV45_AVLT.:factor(diag_prior)EMCI",0.572428075421978,0.610991395467633,2539.32333453104,0.93688402106524,0.348907312489646
"TIMEpostAV45_AVLT.:factor(diag_prior)LMCI",-0.059870599995741,0.609314754401601,2631.21181022681,-0.0982589040610694,0.92173419433457
"TIMEpostAV45_AVLT.:factor(diag_prior)N",0.542377804816273,0.62684207739635,2459.95623843505,0.865254303075971,0.386983597184995
"TIMEpostAV45_AVLT.:factor(diag_prior)SMC",0.255514699361231,0.736673597697735,2574.09980391795,0.34684926968982,0.728732912303721
"TIMEpostAV45_AVLT.:factor(APOE4_BIN)1",-0.10526222026649,0.221437470191261,609.072082844353,-0.475358665250159,0.634701776872839
"TIMEpostAV45_AVLT.:CORTICAL_SUMMARY_prior",-1.57648884130511,0.526285848623613,715.159964668211,-2.99549920528565,0.00283463496121428
